entity e1,entity e2,ddi,pair type
insulin,CMC-Cys,false,
cysteine,bacitracin,false,
cysteine,insulin,false,
diazepam,morphine,false,
diazepam,metamizol,false,
diazepam,indomethacin,false,
midazolam,morphine,false,
midazolam,metamizol,false,
midazolam,indomethacin,false,
morphine,metamizol,false,
morphine,indomethacin,false,
metamizol,indomethacin,false,
midazolam,diazepam,false,
Benzodiazepines,analgesic drugs,false,
Diazepam,morphine,true,effect
Diazepam,morphine,false,
diazepam,metamizol,true,effect
diazepam,indomethacin,true,effect
Midazolam,morphine,true,effect
Midazolam,metamizol,true,effect
Midazolam,indomethacin,true,effect
Phenothiazines,piperazine,false,
Phenothiazines,phenothiazine,false,
piperazine,phenothiazine,true,effect
Pyrantel,Antiminth,false,
Pyrantel,piperazine,false,
Pyrantel,pyrantel,false,
Antiminth,piperazine,false,
Antiminth,pyrantel,false,
piperazine,pyrantel,true,effect
piperazine,piperazine,false,
pyrantel,piperazine,false,
Diphenhydramine hydrochloride,alcohol,true,effect
Diphenhydramine hydrochloride,CNS depressants,true,effect
Diphenhydramine hydrochloride,hypnotics,true,effect
Diphenhydramine hydrochloride,sedatives,true,effect
Diphenhydramine hydrochloride,tranquilizers,true,effect
anticoagulants,Atromid-S,true,advise
Atromid-S,phenytoin,true,mechanism
Atromid-S,tolbutamide,true,mechanism
tolbutamide,Atromid-S,true,effect
fibrate,lovastatin,true,effect
lovastatin,fibrate,true,effect
fibrates,gemfibrozil,false,
fibrates,fibrates,false,
fibrates,clofibrate,false,
gemfibrozil,fibrates,false,
gemfibrozil,clofibrate,false,
lovastatin,fibrates,true,advise
Steroids,edetate calcium disodium,true,effect
Steroids,Edetate calcium disodium,false,
Steroids,zinc insulin,false,
Steroids,zinc,false,
edetate calcium disodium,Edetate calcium disodium,false,
edetate calcium disodium,zinc insulin,false,
edetate calcium disodium,zinc,false,
Edetate calcium disodium,zinc insulin,true,mechanism
Edetate calcium disodium,zinc,false,
zinc insulin,zinc,false,
simvastatin,clarithromycin,true,effect
clarithromycin,simvastatin,false,
Clarithromycin,simvastatin,true,mechanism
macrolide antibiotics,hydroxymethylglutaryl coenzyme A (HMG-CoA) reductase inhibitors,true,effect
Macrolide antibiotics,HMG-CoA reductase inhibitors,false,
Macrolide antibiotics,atorvastatin,true,mechanism
Macrolide antibiotics,cerivastatin,true,mechanism
Macrolide antibiotics,lovastatin,true,mechanism
Macrolide antibiotics,simvastatin,true,mechanism
HMG-CoA reductase inhibitors,atorvastatin,false,
HMG-CoA reductase inhibitors,cerivastatin,false,
HMG-CoA reductase inhibitors,lovastatin,false,
HMG-CoA reductase inhibitors,simvastatin,false,
atorvastatin,cerivastatin,false,
atorvastatin,lovastatin,false,
atorvastatin,simvastatin,false,
cerivastatin,lovastatin,false,
cerivastatin,simvastatin,false,
CAMPTOSAR,antineoplastic agents,true,effect
CAMPTOSAR,dexamethasone,true,effect
prochlorperazine,CAMPTOSAR,true,effect
laxative,CAMPTOSAR,true,effect
CAMPTOSAR,diuretics,false,
CAMPTOSAR,CAMPTOSAR,false,
diuretics,CAMPTOSAR,true,effect
etanercept,anakinra,true,effect
etanercept,interleukin-1 antagonist,false,
anakinra,interleukin-1 antagonist,false,
TNFa-blocking agents,REMICADE,false,
TNFa-blocking agents,anakinra,true,effect
REMICADE,anakinra,true,effect
MTX,nonsteroidal anti-inflammatory agents,false,
MTX,folic acid,false,
MTX,narcotics,false,
nonsteroidal anti-inflammatory agents,folic acid,false,
nonsteroidal anti-inflammatory agents,corticosteroids,false,
nonsteroidal anti-inflammatory agents,narcotics,false,
folic acid,corticosteroids,false,
folic acid,narcotics,false,
corticosteroids,narcotics,false,
antibiotics,antivirals,false,
antibiotics,6-MP,false,
antibiotics,AZA,false,
antivirals,corticosteroids,false,
antivirals,6-MP,false,
antivirals,AZA,false,
corticosteroids,6-MP,false,
corticosteroids,AZA,false,
6-MP,AZA,false,
immunosuppressants,immunosuppressants,false,
infliximab,corticosteroids,false,
infliximab,antibiotics,false,
infliximab,metronidazole,false,
infliximab,ciprofloxacin,false,
corticosteroids,antibiotics,false,
corticosteroids,metronidazole,false,
corticosteroids,ciprofloxacin,false,
antibiotics,ciprofloxacin,false,
metronidazole,ciprofloxacin,false,
dorzolamide,carbonic anhydrase inhibitors,true,effect
dorzolamide,salicylate,false,
carbonic anhydrase inhibitors,salicylate,false,
Mercaptopurine,Azathioprine,false,
Mercaptopurine,Allopurinol,false,
Mercaptopurine,mercaptopurine,false,
Mercaptopurine,azathioprine,false,
Mercaptopurine,6-thiouric acid,false,
Azathioprine,Allopurinol,false,
Azathioprine,mercaptopurine,false,
Azathioprine,azathioprine,false,
Azathioprine,6-thiouric acid,false,
Allopurinol,mercaptopurine,true,mechanism
Allopurinol,azathioprine,true,mechanism
Allopurinol,6-thiouric acid,false,
mercaptopurine,azathioprine,false,
mercaptopurine,6-thiouric acid,false,
azathioprine,6-thiouric acid,false,
mercaptopurine,Purinethol,false,
mercaptopurine,Imuran,false,
mercaptopurine,allopurinol,false,
mercaptopurine,mercaptopurine,false,
Purinethol,azathioprine,false,
Purinethol,Imuran,false,
Purinethol,allopurinol,false,
Purinethol,mercaptopurine,false,
azathioprine,Imuran,false,
azathioprine,allopurinol,false,
azathioprine,mercaptopurine,false,
Imuran,allopurinol,false,
Imuran,mercaptopurine,false,
Imuran,azathioprine,false,
allopurinol,mercaptopurine,true,advise
allopurinol,azathioprine,true,advise
Dicumarol,allopurinol,false,
Dicumarol,anticoagulant,false,
Dicumarol,dicumarol,false,
allopurinol,anticoagulant,false,
allopurinol,dicumarol,true,mechanism
anticoagulant,dicumarol,false,
allopurinol,dicumarol,false,
Uricosuric Agents,oxipurinol,false,
Uricosuric Agents,uricosuric agents,false,
oxipurinol,uricosuric agents,false,
oxipurinol,oxipurinol,false,
uricosuric agents,oxipurinol,true,mechanism
uricosuric agents,allopurinol,true,mechanism
uricosuric agents,allopurinol,false,
allopurinol,allopurinol,false,
allopurinol,uricosuric agents,false,
Thiazide Diuretics,allopurinol,false,
Thiazide Diuretics,thiazide diuretics,false,
allopurinol,thiazide diuretics,true,effect
thiazide diuretics,allopurinol,false,
thiazide diuretics,allopurinol,true,advise
Ampicillin,Amoxicillin,false,
Ampicillin,ampicillin,false,
Ampicillin,amoxicillin,false,
Ampicillin,allopurinol,false,
Amoxicillin,ampicillin,false,
Amoxicillin,amoxicillin,false,
Amoxicillin,allopurinol,false,
ampicillin,amoxicillin,false,
amoxicillin,allopurinol,true,effect
Cytotoxic Agents,cyclophosphamide,false,
Cytotoxic Agents,cytotoxic agents,false,
Cytotoxic Agents,allopurinol,false,
cyclophosphamide,cytotoxic agents,false,
cyclophosphamide,allopurinol,true,effect
cytotoxic agents,allopurinol,true,effect
allopurinol,cyclophosphamide,false,
allopurinol,doxorubicin,false,
allopurinol,bleomycin,false,
allopurinol,procarbazine,false,
allopurinol,mechlorethamine,false,
cyclophosphamide,procarbazine,false,
cyclophosphamide,mechlorethamine,false,
doxorubicin,procarbazine,false,
doxorubicin,mechlorethamine,false,
bleomycin,procarbazine,false,
bleomycin,mechlorethamine,false,
procarbazine,mechlorethamine,false,
Chlorpropamide,Chlorpropamide,false,
Chlorpropamide,allopurinol,false,
Chlorpropamide,chlorpropamide,false,
Chlorpropamide,allopurinol,true,mechanism
allopurinol,chlorpropamide,true,mechanism
allopurinol,chlorpropamide,true,effect
Cyclosporin,cyclosporine,false,
Cyclosporin,allopurinol sodium,false,
cyclosporine,allopurinol sodium,true,mechanism
Plenaxis,testosterone,false,
Catecholamine-depleting drugs,reserpine,false,
Catecholamine-depleting drugs,beta-blocking agents,true,effect
reserpine,beta-blocking agents,true,effect
acebutolol,catecholamine depletors,true,advise
beta-adrenergic antagonists,alpha-adrenergic stimulants,true,effect
beta-adrenoceptor blocking agents,nonsteroidal anti-inflammatory drugs,true,effect
digoxin,sulfinpyrazone,false,
digoxin,tolbutamide,false,
hydrochlorothiazide,hydralazine,false,
hydrochlorothiazide,sulfinpyrazone,false,
hydrochlorothiazide,tolbutamide,false,
hydralazine,sulfinpyrazone,false,
hydralazine,contraceptives,false,
hydralazine,tolbutamide,false,
hydralazine,warfarin,false,
sulfinpyrazone,contraceptives,false,
sulfinpyrazone,warfarin,false,
contraceptives,tolbutamide,false,
antibiotics,neomycin,false,
antibiotics,streptomycin,false,
antibiotics,kanamycin,false,
neomycin,streptomycin,false,
neomycin,kanamycin,false,
streptomycin,kanamycin,false,
antibiotics,anticholinesterase,true,advise
anesthetics,antiarrhythmic agents,false,
Aminoglycosides,piperacillin,false,
Aminoglycosides,aminoglycoside,false,
piperacillin,aminoglycoside,true,effect
piperacillin,aminoglycoside,false,
Vecuronium,piperacillin,false,
Vecuronium,vecuronium,false,
piperacillin,vecuronium,true,effect
non-depolarizing muscle relaxants,piperacillin,true,effect
Probenecid,PIPRACIL,false,
Probenecid,piperacillin,false,
probenecid,PIPRACIL,true,mechanism
probenecid,piperacillin,false,
PIPRACIL,piperacillin,false,
Anticoagulants,heparin,false,
Methotrexate,Piperacillin sodium,false,
Piperacillin sodium,methotrexate,true,mechanism
penicillins,PIPRACIL,false,
piperacillin,tazobactam,false,
benzodiazepines,antihistamines,true,effect
benzodiazepines,monoamine oxidase inhibitors,true,effect
benzodiazepines,narcotics,true,effect
anticonvulsants,antihistamines,false,
anticonvulsants,alcohol,false,
anticonvulsants,monoamine oxidase inhibitors,false,
anticonvulsants,narcotics,false,
anticonvulsants,phenothiazines,false,
anticonvulsants,psychotropic medications,false,
antihistamines,alcohol,false,
antihistamines,monoamine oxidase inhibitors,false,
antihistamines,narcotics,false,
antihistamines,psychotropic medications,false,
barbiturates,psychotropic medications,false,
monoamine oxidase inhibitors,narcotics,false,
monoamine oxidase inhibitors,psychotropic medications,false,
narcotics,phenothiazines,false,
narcotics,psychotropic medications,false,
phenothiazines,psychotropic medications,false,
estazolam,carbamazepine,true,mechanism
estazolam,phenytoin,true,mechanism
estazolam,rifampin,true,mechanism
estazolam,barbiturates,true,mechanism
estazolam,estazolam,true,mechanism
carbamazepine,estazolam,false,
phenytoin,estazolam,false,
rifampin,barbiturates,false,
rifampin,estazolam,false,
barbiturates,estazolam,false,
Estazolam,estazolam,false,
Estazolam,4-hydroxy-estazolam,false,
Estazolam,triazolobenzodiazepines,false,
estazolam,4-hydroxy-estazolam,false,
estazolam,triazolobenzodiazepines,false,
4-hydroxy-estazolam,triazolobenzodiazepines,false,
estazolam,ketoconazole,true,advise
estazolam,itraconazole,true,advise
benzodiazepines,nefazodone,true,mechanism
benzodiazepines,fluvoxamine,true,mechanism
benzodiazepines,cimetidine,true,mechanism
benzodiazepines,diltiazem,true,mechanism
benzodiazepines,isoniazide,true,mechanism
benzodiazepines,macrolide antibiotics,true,mechanism
nefazodone,fluvoxamine,false,
nefazodone,cimetidine,false,
nefazodone,diltiazem,false,
nefazodone,isoniazide,false,
nefazodone,macrolide antibiotics,false,
fluvoxamine,diltiazem,false,
fluvoxamine,isoniazide,false,
fluvoxamine,macrolide antibiotics,false,
cimetidine,isoniazide,false,
cimetidine,macrolide antibiotics,false,
diltiazem,isoniazide,false,
isoniazide,macrolide antibiotics,false,
Fluoxetine,fluoxetine,false,
Fluoxetine,estazolam,false,
fluoxetine,estazolam,false,
estazolam,fluoxetine,false,
Central nervous system depressant,alcohol,false,
Central nervous system depressant,antidepressants,false,
Central nervous system depressant,antihistamines,false,
Central nervous system depressant,antipsychotics,false,
Central nervous system depressant,reserpine,false,
Central nervous system depressant,methyldopa,false,
Central nervous system depressant,beta-blockers,false,
Central nervous system depressant,muscle relaxants,false,
Central nervous system depressant,narcotics,false,
Central nervous system depressant,sedatives,false,
Central nervous system depressant,tranquilizers,false,
alcohol,antidepressants,false,
alcohol,antipsychotics,false,
alcohol,beta-blockers,false,
alcohol,muscle relaxants,false,
antidepressants,antipsychotics,false,
antidepressants,reserpine,false,
antidepressants,methyldopa,false,
antidepressants,beta-blockers,false,
antidepressants,narcotics,false,
antidepressants,sedatives,false,
antidepressants,tranquilizers,false,
antihistamines,antipsychotics,false,
antihistamines,reserpine,false,
antihistamines,methyldopa,false,
antihistamines,beta-blockers,false,
antihistamines,sedatives,false,
antihistamines,tranquilizers,false,
antipsychotics,reserpine,false,
antipsychotics,methyldopa,false,
antipsychotics,beta-blockers,false,
antipsychotics,muscle relaxants,false,
antipsychotics,narcotics,false,
antipsychotics,sedatives,false,
antipsychotics,tranquilizers,false,
reserpine,methyldopa,false,
reserpine,beta-blockers,false,
reserpine,muscle relaxants,false,
reserpine,narcotics,false,
reserpine,sedatives,false,
reserpine,tranquilizers,false,
methyldopa,beta-blockers,false,
methyldopa,muscle relaxants,false,
methyldopa,narcotics,false,
methyldopa,sedatives,false,
methyldopa,tranquilizers,false,
beta-blockers,muscle relaxants,false,
beta-blockers,narcotics,false,
beta-blockers,sedatives,false,
beta-blockers,tranquilizers,false,
muscle relaxants,narcotics,false,
muscle relaxants,sedatives,false,
muscle relaxants,tranquilizers,false,
Ethopropazine,alcohol,true,effect
Ethopropazine,CNS depressants,true,effect
amantadine,anticholinergic drugs,false,
amantadine,MAOIs,false,
anticholinergic drugs,MAOIs,false,
Ethopropazine,chlorpromazine,true,mechanism
Ethopropazine,chlorpromazine,false,
chlorpromazine,chlorpromazine,false,
reserpine,beta blocking agents,true,effect
BREVIBLOC,esmolol HCl,false,
BREVIBLOC,warfarin,false,
BREVIBLOC,BREVIBLOC,false,
warfarin,BREVIBLOC,false,
BREVIBLOC,warfarin,true,mechanism
digoxin,BREVIBLOC,true,mechanism
BREVIBLOC,digoxin,false,
Digoxin,BREVIBLOC,false,
morphine,BREVIBLOC,false,
BREVIBLOC,morphine,false,
BREVIBLOC,morphine,true,mechanism
BREVIBLOC,succinylcholine,false,
succinylcholine,BREVIBLOC,true,effect
BREVIBLOC,digoxin,true,advise
BREVIBLOC,morphine,true,advise
BREVIBLOC,succinylcholine,true,advise
BREVIBLOC,warfarin,true,advise
digoxin,morphine,false,
digoxin,succinylcholine,false,
morphine,succinylcholine,false,
morphine,warfarin,false,
succinylcholine,warfarin,false,
BREVIBLOC,verapamil,true,advise
BREVIBLOC,dopamine,true,advise
BREVIBLOC,epinephrine,true,advise
BREVIBLOC,norepinephrine,true,advise
Albuterol,STRATTERA,false,
Albuterol,albuterol,false,
Albuterol,beta2 agonists,false,
STRATTERA,albuterol,true,advise
STRATTERA,beta2 agonists,false,
STRATTERA,albuterol,false,
albuterol,beta2 agonists,false,
albuterol,albuterol,false,
beta2 agonists,albuterol,false,
Atomoxetine,4-hydroxyatomoxetine,false,
STRATTERA,paroxetine,true,advise
STRATTERA,fluoxetine,true,advise
STRATTERA,quinidine,true,advise
paroxetine,quinidine,false,
paroxetine,atomoxetine,true,mechanism
paroxetine,atomoxetine,false,
fluoxetine,atomoxetine,true,mechanism
fluoxetine,atomoxetine,false,
atomoxetine,atomoxetine,false,
neurotensin,enkephalins,true,effect
neurotensin,tuftsin,true,effect
enkephalins,tuftsin,false,
neurotensin,enkephalins,false,
neurotensin,D-Ala2-metenkephalinamide,false,
neurotensin,tuftsin,false,
enkephalins,D-Ala2-metenkephalinamide,false,
D-Ala2-metenkephalinamide,tuftsin,false,
anticonvulsant medications,phenytoin,false,
anticonvulsant medications,primidone,false,
anticonvulsant medications,metformin,false,
anticonvulsant medications,sulfasalazine,false,
anticonvulsant medications,triamterene,false,
anticonvulsant medications,diuretic,false,
anticonvulsant medications,Methotrexate,false,
anticonvulsant medications,vitamin B12,false,
anticonvulsant medications,folic acid,false,
phenytoin,sulfasalazine,false,
phenytoin,triamterene,false,
phenytoin,diuretic,false,
phenytoin,Methotrexate,false,
phenytoin,vitamin B12,false,
phenytoin,folic acid,false,
primidone,metformin,false,
primidone,sulfasalazine,false,
primidone,triamterene,false,
primidone,diuretic,false,
primidone,Methotrexate,false,
primidone,vitamin B12,false,
primidone,folic acid,false,
metformin,sulfasalazine,false,
metformin,triamterene,false,
metformin,diuretic,false,
metformin,Methotrexate,false,
metformin,vitamin B12,false,
metformin,folic acid,false,
sulfasalazine,triamterene,false,
sulfasalazine,diuretic,false,
sulfasalazine,Methotrexate,false,
sulfasalazine,vitamin B12,false,
sulfasalazine,folic acid,false,
triamterene,Methotrexate,false,
triamterene,vitamin B12,false,
triamterene,folic acid,false,
diuretic,Methotrexate,false,
diuretic,vitamin B12,false,
diuretic,folic acid,false,
Methotrexate,vitamin B12,false,
Methotrexate,folic acid,false,
vitamin B12,folic acid,true,int
folic acid,folic acid,false,
idoxuridine,boric acid,true,advise
Boric acid,idoxuridine,true,mechanism
Boric acid,idoxuridine,false,
idoxuridine,idoxuridine,false,
Anticholinesterases,physostigmine,false,
Anticholinesterases,lignocaine,false,
Anticholinesterases,quinine,false,
Anticholinesterases,procainamide,false,
physostigmine,lignocaine,false,
physostigmine,quinine,false,
physostigmine,procainamide,false,
lignocaine,quinine,false,
lignocaine,procainamide,false,
quinine,procainamide,false,
anesthetics,anesthetics,false,
anesthetics,procaine,false,
